Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);
2014;B1402271000000;Os Caras de Pau em o Misterioso Roubo do Anel;Felipe Joffily;Ficção;Casé Filmes;RJ;Globo Filmes/Imagem/Lereby/Ítaca Films;RJ/SC/RJ/RJ;Imagem;527;1.892.337;22.614.310,17;
2014;B1402150900000;Os Dias com Ele;Maria Clara Escobar;Documentário;Aeroplano Produções/Filmes de Abril;SP/SP;Klaxon Cultura Audiovisual;SP;Vitrine Filmes;9;1.048;12.157,17;
2014;B1402137200000;Os Homens são de Marte... E é para lá que eu vou;Marcus Baldini;Ficção;Biônica Filmes;SP;Globo Filmes/Telecine/BR3 Produções;RJ/RJ/RJ;Downtown/Paris;465;1.793.239;21.750.981,39;
2014;B1402118500000;Ozualdo Candeias e o Cinema;Eugenio Puppo;Documentário;Heco Produções;SP;-;-;Tucumán;1;269;1.545,00;
2014;B1001167100000;Pau Brasil;Fernando Belens;Ficção;Truque;BA;Fernando Belens/Studio Brasil Cinema e Televisão/Teleimage;-/BA/SP;Caliban;2;301;3.516,04;
2014;B1402146300000;Praia do Futuro;Karim Aïnouz;Ficção;Coração da Selva;SP;-;-;Califórnia;114;133.086;1.728.214,85;
2014;B1302031600000;Quando Eu Era Vivo;Marco Dutra;Ficção;Camisa Treze Cultural;SP;-;-;Vitrine Filmes;25;7.731;86.851,32;
2014;B1301939800000;Remar é...;Valério Fonseca;Documentário;Valério Fonseca;RJ;-;-;Raconto Produções Artísticas;1;91;903,00;
2014;B1402186400000;Rio em Chamas;Daniel Caetano;Documentário;Cavideo Produções;RJ;-;-;Cavideo Produções;1;970;4.875,00;
2014;B1402269500000;Rio, Eu te Amo;Andrucha Waddington/Carlos Saldanha/Fernando Meirelles/Guillermo Arriaga/John Turturro/José Padilha/Nadine Labaki/Paolo Sorrentino/Sangsoo Im/Stephan Elliott/Vicente Amorim;Ficção;Conspiração Filmes;RJ;Bossa Nova Films/Empyrean Pictures/oZ.;SP/RJ/RJ;Warner;248;98.990;1.239.716,00;
2014;B1302034400000;Riocorrente;Paulo Sacramento;Ficção;Olhos de Cão;SP;Saracura Filmes/TC Filmes;SP/SP;Califórnia;12;3.970;51.295,98;
2014;B1201628900000;Ritos de Passagem;Chico Liberato;Animação;Liberato Produções Culturais;BA;-;-;Pipa Produções;2;966;5.224,50;
2014;B1402106900000;S. O. S. Mulheres ao Mar;Cris D'Amato;Ficção;Ananã Produções;RJ;Globo Filmes/Lereby;RJ/RJ;Disney;450;1.776.579;20.732.500,00;
2014;B1402173200000;Sem Pena;Eugenio Puppo;Documentário;Heco Produções;SP;Instituto de Defesa do Direito de Defesa (IDDD);SP;Espaço Filmes;13;7.434;94.240,62;
2014;B1301754000000;Sementes do Nosso Quintal;Fernanda Heinz Figueiredo;Documentário;Zinga;SP;-;-;Aiuê Filmes;3;2.192;21.416,16;
2014;B1402151100000;Setenta;Emilia Silveira;Documentário;70 Filmes/Cavideo Produções;RJ/RJ;Globo Filmes/Canal Brasil/Jom Tob de Azulay;RJ/RJ/RJ;Livres Filmes;7;1.249;17.330,87;
2014;B1302014400000;Sobre Sete Ondas Verdes Espumantes;Bruno Polidoro/Cacá Nazario;Documentário;Besouro Filmes;RS;-;-;Boulevard Filmes;3;1.128;6.271,00;
2014;B1402285000000;Sobrevivente Urbano;José Claudio Silva;Ficção;ZE'S Produções;RJ;-;-;Ze's Produções;5;366;4.156,00;
2014;B1402202200000;Sobrevivi ao Holocausto;Caio Cobra/Marcio Pitliuk;Documentário;Cash Cow;PR;Pit Cult;SP;Downtown/Paris;6;1.699;22.981,07;
2014;B1402635200000;Sopro;Marcos Pimentel;Documentário;Tempero Filmes;MG;Anavilhana;MG;Lume Produções Cinematográficas;6;1.350;6.431,57;
2014;B1402178100000;Tarja Branca;Cacau Rhoden;Documentário;Maria Farinha Filmes;SP;-;-;Ideias Maria Farinha;15;14.892;193.057,40;
2014;B1402168700000;Tim Lopes – História de Arcanjo;Guilherme Azevedo;Documentário;Globo Filmes;RJ;Companhia Cinematográfica Filmi di Luzzi/Avexi Filmes/Bruno Quintella;RJ/RJ/RJ;Europa;16;1.676;21.160,31;
2014;B1402280500000;Tim Maia;Mauro Lima;Ficção;RT Features;SP;-;-;Downtown/Paris;540;777.699;10.266.056,05;
2014;B1402294200000;Trash - A Esperança vem do Lixo;Stephen Daldry;Ficção;O2 Filmes;SP;-;-;Universal;266;259.283;3.040.946,35;
2014;B1402332500000;Trinta;Paulo Machline;Ficção;Primo Filmes;SP;Paulo Machline;SP;Fox;55;21.783;286.907,00;
2014;B1402065100000;Uma Dose Violenta de Qualquer Coisa;Gustavo Galvão;Ficção;400 Filmes/Gustavo Galvão;DF/-;-;-;Okna Produções;13;3.667;37.165,79;
2014;B1402449000000;Uma Passagem para Mário;Eric Laurence;Documentário;Laurence Produções;PE;ZQuatro Studio/Ateliê Produções/Ideiaimagem;PE/PE/PE;Laurence Produções;9;2.462;14.091,52;
2014;B1402265700000;Ventos de Agosto;Gabriel Mascaro;Ficção;Desvia;PE;-;-;Vitrine Filmes;22;8.109;90.138,42;
2014;B1402156100000;Vermelho Brasil;Sylvain Archambault;Ficção;Conspiração Filmes;RJ;Conspiração Filmes;RJ;H2O Films;9;538;6.555,01;
2014;B1402241100000;Vestido pra Casar;Gerson Sanginitto;Ficção;Raconto Filmes;RJ;Sophia Filmes/New Group Cine & Tv;RJ/RJ;Imagem;491;1.258.720;14.756.458,84;
2014;B1402145600000;À Queima Roupa;Theresa Jessouroun;Documentário;Urca Filmes;RJ;Kinofilmes;RJ;Downtown;3;1.372;17.486,66;
2015;B1500311000000;#Garotas;Alex Medeiros;Ficção;Accorde Filmes;RS;Alex Medeiros/Rafael Costa;-;Downtown/Paris;14;969;13.780,08;
2015;B1500723200000;5x Chico - O Velho e Sua Gente;Ana Rieper/Camilo Cavalcante/Eduardo Goldenstein/Eduardo Nunes/Gustavo Spolidoro;Documentário;3 Tabela Filmes;RJ;Globo Filmes;RJ;ArtHouse;8;1.149;11.667,67;
2015;B1402159000000;A casa de Cecília;Clarissa Appelt;Ficção;Clarissa Appelt;RJ;-;-;Clarissa Appelt Baptista San Roman;1;142;1.488,55;
2015;B1500554400000;A esperança é a última que morre;Calvito Leal;Ficção;Mpc Filmes;RJ;Telecine;RJ;Downtown/Paris;150;107.590;1.427.955,29;
2015;B1402125800000;A Estrada 47;Vicente Ferraz;Ficção;Três Mundos Produções;RJ;Primo Filmes;SP;Europa;52;34.358;439.151,77;
2015;B1500591500000;A Floresta que se Move;Vinícius Coimbra;Ficção;Globo Filmes;RJ;EH! Filmes/Telecine;RJ/RJ;Vinny filmes;49;8.581;110.064,97;
2015;B1402133800000;A História da Eternidade;Camilo Cavalcante;Ficção;AC Cavalcante Serviços;PE;República Pureza Filmes/Canal Brasil;RJ/RJ;ArtHouse;12;13.061;114.221,88;
2015;B1201643000000;A hora e a vez de Augusto Matraga;Vinícius Coimbra;Ficção;Prodigo Films;SP;-;-;Nossa Distribuidora;15;2.499;34.440,19;
2015;B1402730900000;A Lei da Água;André D'Elia;Documentário;Cinedelia;SP;O2 Fillmes;SP;O2 Play;9;1.645;35.167,27;
2015;B1500105700000;A Nação que não Esperou por Deus;Lucia Murat/Rodrigo Hinrichsen;Documentário;Taiga Filmes e Vídeo;RJ;-;-;Vitrine Filmes;7;1.472;12.119,59;
2015;B1500265900000;A Viagem de Yoani;Peppe Siffredi/Raphael Bottino;Documentário;Sala 12;SP;Tornado Filmes;SP;Elo Company;9;1.001;17.409,62;
2015;B1402781000000;A Vida Privada dos Hipopótamos;Maíra Bühler/Matias Mariani;Documentário;Primo Filmes;SP;-;-;Vitrine Filmes;11;1.674;12.534,30;
2015;B1001197000000;Alucinados;Roberto Santucci;Ficção;Panorama Filmes;RJ;-;-;Downtown;2;115;1.383,85;
2015;B1402446800000;Amor, Plástico e Barulho;Renata Pinheiro;Ficção;Aroma Filmes;PE;Canal Brasil;RJ;Boulevard Filmes;12;5.665;32.087,71;
2015;B1402543600000;Anna K.;José Roberto Aguilar;Ficção;Preta Portê Filmes;SP;Canal Brasil;RJ;Preta Portê Filmes;6;719;10.008,88;
2015;B1402089600000;Aprendi a Jogar com Você;Murilo Salles;Documentário;Cinema Brasil Digital;RJ;-;-;Nossa Distribuidora;7;49;704,00;
2015;B1500713000000;Aqui Deste Lugar;Fernando Coimbra/Sérgio Machado;Documentário;Gullane;SP;Janela do Mundo;BA;Gullane Entretenimento;1;153;2.161,00;
2015;B1500451800000;Ato, atalho e vento;Marcelo Masagão;Documentário;Um Minuto;SP;-;-;Agência Observatório;2;722;11.879,24;
2015;B1500801000000;Através;André Michiles/Diogo Martins/Fabio Bardella;Ficção;Estrangeira Filmes;SP;Haikai Filmes;SP;Estrangeira Filmes;3;505;5.949,00;
2015;B1402219600000;Até que a casa caia;Mauro Giuntini;Ficção;Plateau Filmes;DF;Luciana Teixeira/Casa Forte Produções Artísticas;-/RJ;Polifilmes/Plateau Filmes;11;1.347;13.902,03;
2015;B1500904200000;Até que a sorte nos separe 3;Marcelo Antunez/Roberto Santucci;Ficção;Gullane;SP;-;-;Downtown/Paris;819;3.335.670;42.263.286,12;
2015;B1500276200000;Ausência;Chico Teixeira;Ficção;Bossa Nova Films;SP;G.T Produções Cinematográficas/Anhangabau Produções;SP/SP;Imovision;11;4.030;53.501,93;
2015;B1402718400000;Batguano;Tavinho Teixeira;Ficção;Vermelho Profundo/Tavinho Teixeira;PB/-;-;-;Vermelho Profundo;2;294;2.804,00;
2015;B1402710300000;Beira-mar;Filipe Matzembacher/Marcio Reolon;Ficção;Avante Filmes;RS;-;-;Vitrine Filmes;27;11.211;142.014,14;
2015;B1500840400000;Bem Casados;Aluizio Abranches;Ficção;Hare Filmes;RJ;-;-;Imagem;445;545.829;6.940.418,06;
2015;B1500712100000;Betinho - A Esperança Equilibrista;Victor Lopes;Documentário;Documenta Filmes;RJ;Globo Filmes;RJ;Elo Company;12;2.152;32.770,33;
2015;B1402653000000;Branco Sai Preto Fica;Adirley Queirós;Ficção;Cinco da Norte Cine;DF;-;-;Vitrine Filmes;20;19.130;213.293,63;
2015;B1500340300000;Califórnia;Marina Person;Ficção;Lauper Films;SP;Mira Filmes;SP;Vitrine Filmes;25;13.849;192.329,74;
2015;B1500315900000;Caminho de volta;José Joffily/Pedro Rossi;Documentário;Coevo Filmes;RJ;Canal Brasil;RJ;Vilacine;4;809;8.280,50;
2015;B1402391100000;Campo de Jogo;Eryk Rocha;Documentário;Aruac Produções/Filmegraph;RJ/MG;-;-;Tucumán;9;2.279;28.511,88;
2015;B1500453100000;Carrossel - O Filme;Alexandre Boury/Mauricio Eça;Ficção;Paris Entretenimento;RJ;-;-;Downtown/Paris;616;2.537.628;27.221.239,28;
2015;B1402131600000;Casa Grande;Fellipe Gamarano Barbosa;Ficção;Migdal Filmes;RJ;Gamarosa/Guiza Produções Audiovisuais;RJ/RJ;Film Connection/Imovision;33;38.075;524.262,14;
2015;B1402144900000;Cativas - presas pelo coração;Joana Nin;Documentário;Sambaqui Cultural;PR;Globosat/Horizonte;RJ/RJ;Moro Comunicação;3;1.999;19.550,50;
2015;B1402259600000;Cauby - Começaria Tudo Outra Vez;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ;Canal Brasil;RJ;Comalt;14;7.418;87.099,19;
2015;B1001208900000;Chatô - O Rei do Brasil;Guilherme Fontes;Ficção;Guilherme Fontes Filmes;RJ;-;-;Milocos Entretenimento;51;67.061;1.001.282,58;
2015;B1500777500000;Chico - Artista Brasileiro;Miguel Faria Jr.;Documentário;1001 Filmes;RJ;Globo Filmes;RJ;Sony;52;126.376;1.904.190,24;
2015;B1402144800000;Cidade de Deus, 10 Anos Depois;Cavi Borges/Luciano Vidigal;Documentário;Berny Filmes/Cavideo Produções;RJ/RJ;-;-;Livres Filmes;24;3.633;31.770,34;
2015;B1500743500000;Circo Voador - A Nave;Tainá Menezes;Documentário;ACASA/Kanoa Filmes;RJ/RJ;-;-;Cine Santa Teresa;8;948;12.223,50;
2015;B1500399800000;Condado Macabro;André de Campos Mello/Marcos DeBrito;Ficção;DeBrito Produções Cinematográficas;SP;-;-;Elite Filmes;3;523;6.695,92;
2015;B1500018400000;Cássia Eller;Paulo Henrique Fontenelle;Documentário;Migdal Filmes;RJ;Globosat;RJ;H2O Films;47;75.133;952.434,35;
2015;B1500671700000;Damas do samba;Susanna Lira;Documentário;Modo Operante Produções;RJ;EBC TV Brasil;RJ;Elo Company;9;716;7.772,36;
2015;B1402209700000;De Gravata e Unha Vermelha;Miriam Chnaiderman;Documentário;Sequência 1;SP;-;-;Imovision;5;3.548;49.546,21;
2015;B1402082600000;Depois da Chuva;Cláudio Marques/Marilia Hughes Guerreiro;Ficção;Coisa de Cinema;BA;-;-;Espaço Filmes;14;16.247;185.152,29;
2015;B1500344400000;Depois de Tudo;Johnny Araújo;Ficção;Casé Filmes;RJ;Rio MS - Produções Artísticas/MRP Produções Culturais/Rinoceronte Produções;RJ/SP/RJ;Imagem;141;21.768;282.661,93;
2015;B1500335800000;Divã a 2;Paulo Fontenelle;Ficção;Total Entertainment;RJ;Telecine/Ítaca Films;RJ/RJ;Downtown/Paris;315;164.589;1.982.583,38;
2015;B1402480100000;Dois Casamentos;Luiz Rosemberg Filho;Ficção;Cavideo Produções;RJ;Canal Brasil;RJ;Livres Filmes;2;380;4.536,42;
2015;B1500422800000;Dromedário no Asfalto;Gilson Vargas;Ficção;Pata Negra;RS;BoomBoom/Ponto Cego;RS/RS;Lança Filmes;7;2.290;26.107,01;
2015;B1402117400000;Eduardo Coutinho, 7 de Outubro;Carlos Nader;Documentário;Sesc;SP;-;-;Sesc;6;587;8.884,83;
2015;B1500818400000;Em Três Atos;Lucia Murat;Ficção;Taiga Filmes e Vídeo;RJ;-;-;Imovision;7;2.096;30.777,17;
2015;B1500558500000;Entrando numa roubada;André Moraes;Ficção;Urca Filmes;RJ;Aquarela/Mistika;DF/SP;Europa;240;131.220;1.654.741,76;
2015;B1500183700000;Entre Abelhas;Ian SBF;Ficção;Mixer Rio;RJ;Globo Filmes;RJ;Imagem;342;438.782;5.738.814,70;
2015;B1402246600000;Estranhos;Paulo Alcântara;Ficção;Araçá Azul Cinema e Vídeo;BA;-;-;Araçá Azul;1;427;5.338,50;
2015;B1302013600000;Eu nunca;Kauê Telloli;Ficção;Saliva Shots;SP;Kaue TK Produções;SP;Elo Company;3;491;5.970,38;
2015;B1101456300000;Fala Sério!;Augusto Sevá;Ficção;Albatroz Cinematográfica;SP;-;-;Raiz Distribuidora;2;499;4.028,00;
2015;B1500186700000;Filme sobre um Bom Fim;Boca Migotto;Documentário;Epifania Filmes;RS;-;-;Boulevard Filmes;2;4.503;39.724,00;
2015;B1402202100000;Guitarra Baiana: A Voz do Carnaval;Daniel Talento;Documentário;Tia Maria Filmes;RJ;-;-;Tia Maria Filmes;1;273;3.914,00;
2015;B1402218500000;Hamlet;Cristiano Burlan;Ficção;Bela Filmes;SP;-;-;Bela Filmes;1;307;3.771,00;
2015;B1500543600000;Hermógenes, Professor e Poeta do Yoga;Bárbara Tavares;Documentário;Bodhgaya Films;RJ;-;-;Bodhgaya Films;8;7.680;114.746,33;
2015;B1402195100000;Hipóteses para o amor e a verdade;Rodolfo García Vázquez;Ficção;Os Satyros Cinema;SP;-;-;Raiz Distribuidora;4;1.711;20.728,50;
2015;B1301899200000;Homem comum;Carlos Nader;Documentário;Já Filmes;SP;-;-;Vitrine Filmes;9;1.970;24.120,65;
2015;B1301730400000;Hysteria;Ava Rocha/Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;-;-;Raiz Distribuidora;2;675;4.701,00;
2015;B1402378700000;Infância;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Forte Filmes/Telecine;RJ/RJ;Forte Filmes;9;3.517;49.818,28;
2015;B1402071500000;Insubordinados;Edu Felistoque;Ficção;Felistoque Filmes;SP;Kinoosfera Filmes/Canal Brasil/Reza Brava Filmes;SP/RJ/SP;Pandora Filmes;13;777;7.940,96;
2015;B1201663300000;Iván;Guto Pasko;Documentário;GP7 Cinema;PR;-;-;Moro Comunicação;8;2.440;27.877,41;
2015;B1500575600000;Jia Zhang-ke, um homem de Fenyang;Walter Salles;Documentário;Videofilmes;RJ;-;-;Videofilmes;11;6.689;74.647,54;
2015;B1500543200000;Linda de morrer;Cris D'Amato;Ficção;Migdal Filmes;RJ;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Fox;522;948.542;12.186.625,00;
2015;B1500224200000;Los Hermanos: Esse É Só o Começo do Fim da nossa Vida;Maria Ribeiro;Documentário;Casa na Arvore Produções/Rinoceronte Produções;RJ/RJ;Globosat/Horizonte;RJ/RJ;Copacabana Filmes;16;10.332;210.134,28;
2015;B1402704900000;Loucas pra Casar;Roberto Santucci;Ficção;Glaz Entretenimento;RJ;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;604;3.726.547;45.688.069,53;
2015;B1402475600000;Meia hora e as manchetes que viram manchete;Angelo Defanti;Documentário;Sobretudo Produção;RJ;-;-;Boulevard Filmes;4;962;8.972,66;
2015;B1402250900000;Memórias da Boca;Alfredo Sternheim/Antonio Ciambra/Clery Cunha/Diogo Gomes dos Santos/Diomédio Piskator/José Mojica Marins/Mário Vaz Filho/Valdir Baptista;Documentário;Cumamuê Cinema;SP;-;-;Filmikka Produções;1;243;3.301,00;
2015;B1500257500000;Metanóia;Miguel Nagle;Ficção;Cia. Palco Del'Arte;SP;4U Films;RJ;Europa;63;58.176;758.160,42;
2015;B1500437700000;Meu Passado Me Condena 2;Júlia Rezende;Ficção;Atitude Produções;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;618;2.639.935;32.941.689,75;
2015;B1201696600000;Meus Dois Amores;Luiz Henrique Rios;Ficção;Diler & Associados;RJ;Globo Filmes/Olho de Boi Produções/Thijoana Filmes/Roteiraria Conteúdos;RJ/RJ/RJ/RJ;Downtown/Paris;39;22.661;281.806,53;
2015;B1402201200000;Muitos Homens num Só;Mini Kerti;Ficção;Tambellini Filmes;RJ;Canal Brasil;RJ;Downtown/Paris;12;2.836;45.857,25;
2015;B1402825200000;Mulheres no poder;Gustavo Acioli;Ficção;Lavoro Produções;RJ;Afinal Filmes/Canal Brasil;RJ/RJ;Downtown/Paris;14;7.804;107.063,44;
2015;B1500543700000;Ninguém Ama Ninguém...Por Mais de Dois Anos;Clovis Mello;Ficção;Cine;SP;Vulpeculae Produções;RJ;Europa;63;11.833;155.169,99;
2015;B1101348800000;No Meio do Rio, Entre as Árvores;Jorge Bodanzky;Documentário;Jorge Roberto Bodanzky;SP;-;-;Raiz Distribuidora;2;229;2.739,00;
2015;B1402391600000;O Amuleto;Jeferson De;Ficção;Buda Filmes/Contraponto;SP/SC;-;-;Downtown/Paris;19;2.722;30.432,99;
2015;B1500177000000;O Dia do Galo;Cris Azzi/Luiz Felipe Fernandes;Documentário;Alicate Conteúdo Audiovisual;MG;Cris Azzi/Nitro Editorial;MG/MG;Delícia Filmes;13;30.141;362.537,74;
2015;B1500193000000;O Duelo;Marcos Jorge;Ficção;Total Entertainment;RJ;Warner/Grapiuna Produções Artísticas;SP/RJ;Warner;73;14.337;184.598,00;
2015;B1402667500000;O Fim de Uma Era;Bruno Safadi/Ricardo Pretti;Documentário;Daza Filmes;RJ;Alumbramento/TB Produções/Canal Brasil/Teleimage Productions;CE/RJ/RJ/SP;Daza Filmes;2;228;2.312,18;
2015;B1301987400000;O Fim e os Meios;Murilo Salles;Ficção;Cinema Brasil Digital;RJ;-;-;Nossa Distribuidora;17;1.049;9.774,93;
2015;B1500149400000;O Gorila;José Eduardo Belmonte;Ficção;Camisa Treze Cultural;SP;-;-;Camisa Treze;4;1.401;17.391,89;
2015;B1301872000000;O Rio nos Pertence;Ricardo Pretti;Ficção;Daza Filmes;RJ;Alumbramento/TB Produções/Canal Brasil/Teleimage;CE/RJ/RJ/SP;Daza Filmes;1;189;1.569,23;
2015;B1301871900000;O Uivo da Gaita;Bruno Safadi;Ficção;Daza Filmes;RJ;TB Produções/Alumbramento/Canal Brasil/Teleimage;RJ/CE/RJ/SP;Daza Filmes;2;301;3.051,73;
2015;B1402689400000;O Vendedor de Passados;Lula Buarque de Hollanda;Ficção;Conspiração Filmes;RJ;Espiral;RJ;Imagem/Conspiração;208;80.335;1.026.924,65;
2015;B1402197800000;O último cine drive-in;Iberê Carvalho;Ficção;Pavirada Filmes;DF;Ligocki Entretenimento/Chroma Consultoria;DF/DF;Vitrine Filmes;46;13.028;168.756,54;
2015;B1500768500000;O Último Poema;Mirela Kruel;Documentário;Besouro Filmes;RS;-;-;Lança Filmes;6;1.626;15.423,68;
2015;B1402156500000;Obra;Gregorio Graziosi;Ficção;Superfilmes;SP;-;-;Vitrine Filmes;13;4.276;53.735,87;
2015;B130174300000;Onde Borges Tudo Vê;Taciano Valério;Ficção;Taciano Valério;PE;-;-;Lume Produções Cinematográficas;1;13;30,00;
2015;B1500701300000;Operações Especiais;Tomas Portella;Ficção;TC Filmes;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;321;348.322;4.392.871,68;
2015;B1500868700000;Oração do amor selvagem;Chico Faganello;Ficção;Filmes que voam;SC;-;-;Pandora Filmes;14;1.601;18.044,24;
2015;B1500448600000;Orestes;Rodrigo Siqueira;Documentário;C R Produções;SP;-;-;7Estrelo Filmes;11;2.790;33.480,07;
2015;B1402275800000;Os Maias - Cenas da Vida Romântica;João Botelho;Ficção;Raccord Produções;RJ;-;-;ArtHouse;10;2.319;24.888,74;
2015;B1402108000000;Os Tubarões de Copacabana;Rosario Boyer;Ficção;Internacional Produções;RJ;-;-;Internacional Produções de Cinema e Vídeo;1;58;766,30;
2015;B1302041500000;Os Últimos Cangaceiros;Wolney Oliveira;Documentário;Bucanero Filmes;CE;Corte Seco Filmes;CE;Imovision;8;4.308;43.907,16;
2015;B1500823700000;Osvaldão;Ana Petta/André Michiles/Fábio Bardella/Vandré Fernandes;Documentário;Fundação Maurício Grabois;SP;Clementina Filmes/Estrangeira Filmes;SP/SP;Fundação Maurício Grabois;2;442;6.209,72;
2015;B1402408400000;Ouro, suor e lágrimas;Helena Sroulevich;Documentário;Caribe;RJ;-;-;Lagoa Filmes;18;3.119;43.810,37;
2015;B1402089400000;Passarinho lá de Nova Iorque;Murilo Salles;Documentário;Cinema Brasil Digital;RJ;-;-;Nossa Distribuidora;7;60;637,25;
2015;B1301942700000;Pauê - O Passo de um Vencedor;Alessandra Pereira/Fabio Cappellini;Documentário;Um Mais Um - Comunicação Em Imagem;SP;-;-;Raiz Distribuidora;4;338;2.018,00;
2015;B1500592000000;Paysandú 100 anos de Payxão;Eduardo Albergaria/Gustavo Godinho/Leonardo Edde/Marco André/Priscilla Brasil;Documentário;Urca Filmes;RJ;Parioca Filmes/Greenvision;PA/PA;Urca Filme;4;11.965;178.508,09;
2015;B1500339400000;Pequeno dicionário amoroso 2;Mauro Farias/Sandra Werneck;Ficção;Cineluz Produções;RJ;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Downtown/Paris;56;16.627;245.948,16;
2015;B1402122500000;Periscópio;Kiko Goifman;Ficção;Paleo TV;SP;-;-;Vitrine Filmes;8;1.461;13.035,68;
2015;B1500189400000;Permanência;Leonardo Lacca;Ficção;CinemaScópio;PE;Trincheira Filmes;PE;Vitrine Filmes;27;11.163;102.727,36;
2015;B1500689300000;Piadeiros;Gustavo Rosa de Moura;Documentário;Mira Filmes;SP;-;-;Espaço Filmes;11;687;8.608,79;
2015;B1500138300000;Ponte Aérea;Júlia Rezende;Ficção;Morena Filmes;RJ;-;-;Downtown/Paris;56;34.566;477.345,14;
2015;B1500309900000;Qualquer Gato Vira-lata 2;Marcelo Antunez/Roberto Santucci;Ficção;Tietê Produções;RJ;Raiz Produções/Telecine;SP/RJ;Downtown/Paris;551;807.827;10.017.232,88;
2015;B1301916500000;Quase Samba;Ricardo Targino;Ficção;Bananeira Filmes;RJ;Filmes de Arruaça;RJ;Vitrine Filmes;13;622;4.937,00;
2015;B1500585100000;Que horas ela volta?;Anna Muylaert;Ficção;África Filmes/Gullane;SP/SP;Globo Filmes/Guel Produtora;RJ/RJ;Pandora Filmes;177;493.568;6.881.157,79;
2015;B1402719200000;Real Beleza;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS;Globo Filmes/Guel Produtora;RJ/RJ;Elo Company;44;11.208;147.516,61;
2015;B1301943500000;Rio Cigano;Julia Zakia;Ficção;Superfilmes;SP;-;-;Raiz Distribuidora;2;1.230;12.682,00;
2015;B1402131500000;Romance Policial;Jorge Durán;Ficção;Deserto Filmes;RJ;-;-;Pandora Filmes;10;3.567;45.020,90;
2015;B1500778300000;S.O.S Mulheres ao mar 2;Cris D'Amato;Ficção;Ananã Produções;RJ;Globo Filmes/Xanadu;RJ/RJ;Universal/Europa/Elo Company;464;1.638.272;21.119.066,91;
2015;B1500740900000;Samba & Jazz;Jefferson Mello;Documentário;Tremè Produções Artísticas;RJ;Canal Brasil;RJ;Tremè Produções;10;1.809;21.657,66;
2015;B1402237400000;Sangue Azul;Lírio Ferreira;Ficção;Drama Filmes/Lírio Ferreira;SP/-;Beluga Produções/Telecine;PE/RJ;Imovision;18;10.044;122.453,05;
2015;B1402133100000;Se Deus Vier que Venha Armado;Luis Dantas;Ficção;Plano Geral Produções;SP;-;-;Pandora Filmes;10;1.703;21.221,91;
2015;B1500014400000;Sorria, Você Está Sendo Filmado - O Filme;Daniel Filho;Ficção;Lereby;RJ;-;-;H2O Films;89;39.548;514.528,72;
2015;B1500091200000;Superpai;Pedro Amorim;Ficção;Querosene Filmes;SP;-;-;Universal;321;439.410;5.159.394,63;
2015;B1500071300000;Surfar é Coisa de Rico;Guga Sander;Documentário;Sentimental Filme;SP;Sentimental Etal;SP;Elo Company;2;102;1.493,90;
2015;B1500290200000;Terra Cabocla;Márcia Paraíso/Ralf Tambke;Documentário;Plural Filmes;SC;-;-;Plural Filmes Sul;1;318;4.948,16;
2015;B1500388000000;Território do Brincar;David Reeks/Renata Meirelles;Documentário;Maria Farinha Filmes/Ludus Produção de Vídeos;SP/SP;-;-;Maria Farinha Filmes;14;5.519;73.782,88;
2015;B1500855000000;Tomie Ohtake;Hélio Goldsztejn;Documentário;TV Cultura;SP;-;-;Cultura;1;363;4.432,00;
2015;B1402215300000;Tudo por amor ao cinema;Aurélio Michelis;Documentário;Aurora Filmes/Imagem Ceuvagem;SP/SP;Olhar Imaginário;SP;Nossa Distribuidora;6;602;8.333,00;
2015;B1500150200000;Tudo que aprendemos juntos;Sérgio Machado;Ficção;Gullane;SP;-;-;Fox;73;25.816;303.608,00;
2015;B1402277500000;Tudo que Deus Criou;André da Costa Pinto;Ficção;Adriano Lirio/André da Costa Pinto;RJ/PB;-;-;Pipa Produções;3;627;4.644,00;
2015;B1402326200000;Um filme francês;Cavi Borges;Ficção;Cavideo Produções;RJ;Canal Brasil;RJ;Livres Filmes;2;146;2.205,35;
2015;B1402229600000;Um Sonho Intenso;José Mariani;Documentário;Andaluz;RJ;-;-;Pansport;6;3.449;37.026,66;
2015;B1500654500000;Vai que Cola - O Filme;César Rodrigues;Ficção;Conspiração Filmes;RJ;-;-;H2O Films;651;3.307.837;41.803.908,21;
