Listagem de Produções no Brasil com Participação de Profissionais Estrangeiros 2019;;;;;;;;;;;;
;;;;;;;;;;;;
Data de Solicitação;Tipo de Ofício;"Número de Técnicos/
Artistas Estrangeiros";Título da Obra;Tipo de Obra;Período Produção;Empresa Brasileira;UF;Empresa Estrangeira;País;Nacionalidade da Produção;Local de Filmagem (UF);""""
30/08/2019;Comunicação filmagem estrangeira;0;Redes Sociais dos Animais;Documentário;05/10/2019 a 10/10/2019;Cristian Dimitrius Produções Ltda;SP;"""Rotating Planet""";Canadá;Estrangeira;"""Teresina (PI), São Raimundo Nonato (PI)""";
04/09/2019;Comunicação filmagem estrangeira;3;The Perfect Planet Parte II;Documentário;28/09/2019 a 15/10/2019;Cristian Dimitrius Produções Ltda;SP;"""Perfect Planet Productions Limited""";Reino Unido;Estrangeira;"""Guarulhos (SP), Brasília (DF), Porto Velho (RO), São Francisco do Guaporé (RO)""";
05/09/2019;Comunicação filmagem estrangeira;4;Amazon Armageddon (Armagedom da Amazonia);Documentário;16/09/2019 a 02/10/2019;TR Somogyi Produções;RJ;"""Wild Blue Media""";Reino Unido;Estrangeira;"""Guarulhos (SP), Manaus (AM), Tefé (AM), Rio Branco (AC), São Paulo (SP)""";
05/09/2019;Comunicação filmagem estrangeira;2;Os Fantasmas Que Eu Chamei;Documentário;17/09/2019 a 23/09/2019;Miranda Hempfing Produções Culturais Ltda;SP;"""TV Plus GmbH""";Alemanha;Estrangeira;"""Canaã dos Carajás (PA), Parauapebas (PA)""";
06/09/2019;Comunicação filmagem estrangeira;1;THE BOWMAKER'S WOOD;Documentário;19/10/2019 a 29/10/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""Figura Media, LLC""";Estados Unidos;Estrangeira;"""Serra Grande (BA), Ilhéus (BA), Parque Estadual da Serra do Condurú (BA), Itacaré (BA), Salvador (BA)""";
09/09/2019;Comunicação filmagem estrangeira;4;Filme corporativo para American Airlines Cargo;Obra Publicitária;23/09/2019 a 26/09/2019;STORY PRODUÇÕES LTDA - ME;SP;"""RECREATION DALLAS""";Estados Unidos;Estrangeira;"""Campinas (SP), Linhares (ES)""";
09/09/2019;Comunicação filmagem estrangeira;5;KAIGYO HUNTER: EM BUSCA DOS PEIXES GIGANTES;Documentário;20/09/2019 a 15/10/2019;TOWN NETWORK FILMAGENS LTDA.;SP;"""DENEN KOBO D'z Inc""";Japão;Estrangeira;"""Manaus (AM), Autazes (AM), Barcelos (AM), Guajará-Mirim (RO)""";
09/09/2019;Comunicação filmagem estrangeira;2;MADE IN JAPAN - PARTE 3;Documentário;19/09/2019 a 29/09/2019;Xes Projetos Visuais Ltda;SP;"""Yellow Co. Ltd.""";Japão;Estrangeira;"""Manaus (AM)""";
10/09/2019;Comunicação filmagem estrangeira;2;Waze;Institucional;14/09/2019 a 20/09/2019;Viva Filmes Ltda;RJ;"""Bohemian Blue Productions""";Estados Unidos;Estrangeira;"""São Paulo (SP)""";
17/09/2019;Comunicação filmagem estrangeira;3;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
17/09/2019;Comunicação filmagem estrangeira;2;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
17/09/2019;Comunicação filmagem estrangeira;42;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
17/09/2019;Comunicação filmagem estrangeira;1;Race Ac;Documentário;23/10/2019 a 01/11/2019;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;RJ;"""Studio Lambert Associates Limited""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR), Pantanal (MT), Corumbá (MS), Cascavel (PR), Campo Grande (MS), São Paulo (SP), Rio de Janeiro (RJ), Ilha Grande (RJ), Conceição de Jacareí (RJ), Angra dos Reis (RJ), Curitiba (PR), Florianópolis (SC), Blumenau (SC), Pelotas (RS), Porto Alegre (RS), Uruguaiana (RS), Rosário do Sul (RS), Santa Maria (RS), Sant'ana do Livramento (RS), Dom Pedrito (RS)""";
18/09/2019;Comunicação filmagem estrangeira;5;CONNECTED;Documentário;26/09/2019 a 01/10/2019;STORY PRODUÇÕES LTDA - ME;SP;"""ZERO POINT ZERO, INC""";Estados Unidos;Estrangeira;"""Manaus (AM)""";
18/09/2019;Comunicação filmagem estrangeira;4;LA DOÑA;Ficção;27/09/2019 a 28/09/2019;CWA Luminaris Assessoria Empresarial Ltda;SP;"""Argos Soluciones Creativas, S.A de C.V""";México;Estrangeira;"""Rio de Janeiro (RJ)""";
18/09/2019;Alteração de período de filmagem;3;Pelé - 4a fase;Documentário;27/09/2019 a 30/09/2019;Saraguina Filmes e Produções Eireli;RJ;"""Pitch International LLP""";Reino Unido;Estrangeira;"""São Paulo (SP), Santos (SP)""";
18/09/2019;Comunicação filmagem estrangeira;1;Pelé - 4a fase;Documentário;27/09/2019 a 30/09/2019;Saraguina Filmes e Produções Eireli;RJ;"""Pitch International LLP""";Reino Unido;Estrangeira;"""São Paulo (SP), Santos (SP)""";
18/09/2019;Comunicação filmagem estrangeira;2;Pelé - 4a fase;Documentário;27/09/2019 a 30/09/2019;Saraguina Filmes e Produções Eireli;RJ;"""Pitch International LLP""";Reino Unido;Estrangeira;"""São Paulo (SP), Santos (SP)""";
18/09/2019;Comunicação filmagem estrangeira;1;Race Ac;Documentário;23/10/2019 a 01/11/2019;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;RJ;"""Studio Lambert Associates Limited""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR), Pantanal (MT), Corumbá (MS), Cascavel (PR), Campo Grande (MS), São Paulo (SP), Rio de Janeiro (RJ), Ilha Grande (RJ), Conceição de Jacareí (RJ), Angra dos Reis (RJ), Curitiba (PR), Florianópolis (SC), Blumenau (SC), Pelotas (RS), Porto Alegre (RS), Uruguaiana (RS), Rosário do Sul (RS), Santa Maria (RS), Sant'ana do Livramento (RS), Dom Pedrito (RS)""";
19/09/2019;Comunicação filmagem estrangeira;37;Race Ac;Documentário;23/10/2019 a 01/11/2019;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;RJ;"""Studio Lambert Associates Limited""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR), Pantanal (MT), Corumbá (MS), Cascavel (PR), Campo Grande (MS), São Paulo (SP), Rio de Janeiro (RJ), Ilha Grande (RJ), Conceição de Jacareí (RJ), Angra dos Reis (RJ), Curitiba (PR), Florianópolis (SC), Blumenau (SC), Pelotas (RS), Porto Alegre (RS), Uruguaiana (RS), Rosário do Sul (RS), Santa Maria (RS), Sant'ana do Livramento (RS), Dom Pedrito (RS)""";
20/09/2019;Comunicação filmagem estrangeira;4;UNCOVERED;Documentário;28/09/2019 a 04/10/2019;CAMELÔ PRODUÇÕES;RJ;"""pqpp2""";Alemanha;Estrangeira;"""Manaus (AM), Belém (PA), Abaetetuba (PA), Rio de Janeiro (RJ)""";
23/09/2019;Comunicação filmagem estrangeira;2;Money Movement Scott Pape;Outro;02/09/2019 a 08/09/2019;Viva Filmes Ltda;RJ;"""Essential media""";Austrália;Estrangeira;"""Rio de Janeiro (RJ)""";
02/10/2019;Comunicação filmagem estrangeira;1;O Último Animal;Ficção;09/10/2019 a 04/11/2019;Multiphocus Arte & Comunicação Ltda;RJ;"""Stopline""";Portugal;Estrangeira;"""Rio de Janeiro (RJ)""";
07/10/2019;Comunicação filmagem estrangeira;1;Onde Strange Rock 2;Documentário;08/11/2019 a 15/11/2019;TERRA PURA CRIACAO E CONTEUDO AUDIOVISUAL LTDA;RJ;"""Nutopia Ltd""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR)""";
07/10/2019;Comunicação filmagem estrangeira;3;The World Heritage;Documentário;26/10/2019 a 22/11/2019;WASABI JB COMUNICAÇÃO;RJ;"""TBS SPARKLE, INC.""";Japão;Estrangeira;"""Guarulhos (SP), Chapadão do Céu (GO), Alto Paraíso de Goiás (GO)""";
09/10/2019;Comunicação filmagem estrangeira;7;Street Food;Documentário;12/10/2019 a 24/10/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""Figura Media, LLC""";Estados Unidos;Estrangeira;"""Salvador (BA)""";
10/10/2019;Comunicação filmagem estrangeira;5;ENERGY SERIES;Obra Publicitária;24/10/2019 a  04/11/2019;STORY PRODUÇÕES LTDA - ME;SP;"""DINAMO SRL""";Itália;Estrangeira;"""Apiacás (MT), Sento Sé (BA)""";
11/10/2019;Comunicação filmagem estrangeira;2;THE EDGE;Institucional;15/10/2019 a 20/10/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""FIGURA MEDIA, LLC""";Estados Unidos;Estrangeira;"""São Paulo (SP), Cuiabá (MT)""";
11/10/2019;Comunicação filmagem estrangeira;2;The Matching Game;Documentário;20/10/2019 a 17/11/2019;Tacacá Filmes Ltda;RJ;"""Wild Chase Productions""";Reino Unido;Estrangeira;"""Poconé (MT)""";
11/10/2019;Comunicação filmagem estrangeira;2;The Matching Game;Documentário;20/10/2019 a 17/11/2019;Tacacá Filmes Ltda;RJ;"""Wild Chase Productions""";Reino Unido;Estrangeira;"""Poconé (MT)""";
11/10/2019;Comunicação filmagem estrangeira;1;The Matching Game;Documentário;20/10/2019 a 17/11/2019;Tacacá Filmes Ltda;RJ;"""Wild Chase Productions""";Reino Unido;Estrangeira;"""Poconé (MT)""";
15/10/2019;Comunicação filmagem estrangeira;2;Amazon Armageddon (Armagedom da Amazonia);Documentário;20/10/2019 a 30/10/2019;TR Somogyi Produções;RJ;"""Wild Blue Media""";Reino Unido;Estrangeira;"""Guarulhos (SP), Santarém (PA), Monte Alegre (PA)""";
15/10/2019;Comunicação filmagem estrangeira;10;Expedition Unknow: X Files;Documentário;20/10/2019 a 27/10/2019;Davies & Luzzi Ltda - ME;SP;"""Circle The Globe Productions""";Estados Unidos;Estrangeira;"""Manaus (AM), Novo Airão (AM)""";
15/10/2019;Comunicação filmagem estrangeira;5;Onde Strange Rock 2;Documentário;17/11/2019 a 23/11/2019;TERRA PURA CRIACAO E CONTEUDO AUDIOVISUAL LTDA;RJ;"""Nutopia ltd""";Reino Unido;Estrangeira;"""São Luís (MA), Santo Amaro (MA)""";
15/10/2019;Alteração e inclusão de profissionais;3;Race Ac;Documentário;23/10/2019 a 01/11/2019;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;RJ;"""Studio Lambert Associates Limited""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR), Pantanal (MT), Corumbá (MS), Cascavel (PR), Campo Grande (MS), São Paulo (SP), Rio de Janeiro (RJ), Ilha Grande (RJ), Conceição de Jacareí (RJ), Angra dos Reis (RJ), Curitiba (PR), Florianópolis (SC), Blumenau (SC), Pelotas (RS), Porto Alegre (RS), Uruguaiana (RS), Rosário do Sul (RS), Santa Maria (RS), Sant'ana do Livramento (RS), Dom Pedrito (RS)""";
15/10/2019;Alteração e inclusão de profissionais;1;Race Ac;Documentário;23/10/2019 a 01/11/2019;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;RJ;"""Studio Lambert Associates Limited""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR), Pantanal (MT), Corumbá (MS), Cascavel (PR), Campo Grande (MS), São Paulo (SP), Rio de Janeiro (RJ), Ilha Grande (RJ), Conceição de Jacareí (RJ), Angra dos Reis (RJ), Curitiba (PR), Florianópolis (SC), Blumenau (SC), Pelotas (RS), Porto Alegre (RS), Uruguaiana (RS), Rosário do Sul (RS), Santa Maria (RS), Sant'ana do Livramento (RS), Dom Pedrito (RS)""";
17/10/2019;Comunicação filmagem estrangeira;2;Fifa20 - Copa Libertadores;Documentário;25/10/2019 a 31/10/2019;JKR Produções Artísticas Ltda;RJ;"""Dadbod Films""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ)""";
21/10/2019;Comunicação filmagem estrangeira;2;Artisans of Bottletop;Institucional;26/10/2019 a 30/10/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""FIGURA MEDIA, LLC""";Estados Unidos;Estrangeira;"""Salvador (BA)""";
22/10/2019;Comunicação filmagem estrangeira;1;CAMPANHA ANUAL GM;Obra Publicitária;14/11/2019 a 29/11/2019;MOVI&ARTPRODUÇÕES CINEMATOGRÁFICAS LTDA;SP;"""Red Creek Productions LLC""";Estados Unidos;Estrangeira;"""São Paulo (SP)""";
22/10/2019;Comunicação filmagem estrangeira;1;Campanha BASF;Obra Publicitária;29/10/2019 e 30/10/2019;STORY PRODUÇÕES LTDA - ME;SP;"""The Chase Films Limited""";Reino Unido;Estrangeira;"""Rio Verde (GO)""";
22/10/2019;Comunicação filmagem estrangeira;2;Ikponwosa Ero Documentary;Documentário;28/10/2019 a 02/11/2019;Davies & Luzzi Ltda - ME;SP;"""Inroad Films Ltd""";Reino Unido;Estrangeira;"""Brasília (DF), Maceió (AL), Salvador (BA)""";
22/10/2019;Comunicação filmagem estrangeira;7;Somebody Feed Phil;Outro;27/10/2019 a 03/11/2019;Filmes To Go Produções Ltda.;RJ;"""Zero Point Zero""";Estados Unidos;Estrangeira;"""Rio de Janeiro (RJ)""";
29/10/2019;Comunicação filmagem estrangeira;1;AVON PROMOTIONAL VIDEO;Outro;07/12/2019 a 12/12/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""FIGURA MEDIA, LLC""";Estados Unidos;Estrangeira;"""Fortaleza (CE), São Paulo (SP)""";
29/10/2019;Comunicação filmagem estrangeira;3;G-suite;Obra Publicitária;17/11/2019 a 24/11/2019;JKR Produções Artísticas Ltda;RJ;"""Hecho Studios""";Estados Unidos;Estrangeira;"""Maceió (AL)""";
29/10/2019;Comunicação filmagem estrangeira;11;HILLSONG;Outro;04/11/2019 a 11/11/2019;Amazon Film Productions;AM;"""Leroy &Morton Productions LLC""";Estados Unidos;Estrangeira;"""São Paulo (SP), Curitiba (PR)""";
29/10/2019;Comunicação filmagem estrangeira;2;KIDS MEET THE WORLD - CRIANÇAS CONHECEM O MUNDO;Documentário;09/11/2019 a 18/11/2019;Xes Projetos Visuais Ltda;SP;"""EAST ENTERTAINMENT INC""";Japão;Estrangeira;"""Rio de Janeiro (RJ), Duque de Caxias (RJ)""";
29/10/2019;Comunicação filmagem estrangeira;3;LUA12/BUA13 EPISODE 10;Ficção;05/11/2019 a 25/11/2019;TERRA PURA CRIACAO E CONTEUDO AUDIOVISUAL LTDA;RJ;"""Raw""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ)""";
29/10/2019;Comunicação filmagem estrangeira;10;Naruhodo! The World;Outro;13/11/2019 a 22/11/2019;WASABI JB COMUNICAÇÃO;RJ;"""EAST FACTORY INC.""";Japão;Estrangeira;"""Foz do Iguaçu (PR), Rio de Janeiro (RJ)""";
29/10/2019;Comunicação filmagem estrangeira;3;Planeta Verde - Parte 2;Documentário;31/10/2019 a 22/11/2019;Cristian Dimitrius Produções Ltda;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
29/10/2019;Comunicação filmagem estrangeira;11;Pontes;Obra Publicitária;01/12/2019 a 10/12/2019;Domo Produções Ltda;SP;"""BBC Natural History and factual Productions""";Reino Unido;Estrangeira;"""Guarulhos (SP), Miranda (MS), Corumbá (MS)""";
29/10/2019;Comunicação filmagem estrangeira;1;Take Out Xuxa Interview;Documentário;10/11/2019 a 13/11/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""FIGURA MEDIA, LLC""";Estados Unidos;Estrangeira;"""Rio de Janeiro (RJ)""";
29/10/2019;Comunicação filmagem estrangeira;3;WINDOWS OF THE WORLD;Outro;15/11/2019 a 30/11/2019;SANGO PRODUCTION LTDA;SP;"""TBS SPARKLE,INC""";Japão;Estrangeira;"""São João del Rei (MG), Tiradentes (MG), Congonhas (MG), Diamantina (MG), São Paulo (SP)""";
31/10/2019;Alteração e inclusão de profissionais;2;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""Square Zero Films""";Estados Unidos;Estrangeira;"""São Paulo (SP)""";
31/10/2019;Alteração e inclusão de profissionais;42;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
31/10/2019;Alteração e inclusão de profissionais;2;EX on the Beach;Outro;30/09/2019 a 12/02/2020;ENDEMOL SHINE BRASIL PRODUÇÕES LTDA;SP;"""METER TELEVISON METRONOME PRODUCTIONRUBICON TV""";Suécia/Dinamarca/Noruega;Estrangeira;"""Tibau do Sul (RN)""";
01/11/2019;Comunicação filmagem estrangeira;3;female entrepreneurs around the world;Documentário;04/11/2019 a 17/11/2019;Viva Filmes Ltda;RJ;"""Icon Films""";Reino Unido;Estrangeira;"""São Paulo (SP), Belém (PA), Santarém (PA), Alter do Chão (PA), Macapá (AP)""";
01/11/2019;Comunicação filmagem estrangeira;1;In Deep with Jeremy Wade;Documentário;01/11/2019 a 18/12/2019;Neon Rio Ltda;RJ;"""LEOPARD USA, LTD""";Estados Unidos;Estrangeira;"""São Paulo (SP)""";
01/11/2019;Comunicação filmagem estrangeira;9;In Deep with Jeremy Wade;Documentário;01/11/2019 a 18/12/2019;Neon Rio Ltda;RJ;"""Icon Films""";Reino Unido;Estrangeira;"""São Paulo (SP), Belém (PA), Santarém (PA), Alter do Chão (PA), Macapá (AP)""";
01/11/2019;Comunicação filmagem estrangeira;1;In Deep with Jeremy Wade;Documentário;01/11/2019 a 18/12/2019;Neon Rio Ltda;RJ;"""Icon Films""";Reino Unido;Estrangeira;"""São Paulo (SP), Belém (PA), Santarém (PA), Alter do Chão (PA), Macapá (AP)""";
04/11/2019;Comunicação filmagem estrangeira;4;House Hunters International;Outro;24/11/2019 a 28/11/2019;STORY PRODUÇÕES LTDA - ME;SP;"""Elephant Adventure SAS""";França;Estrangeira;"""Belém (PA), São Luís (MA), Ilha de Marajó (PA), Soure (PA), Manaus (AM)""";
04/11/2019;Comunicação filmagem estrangeira;2;Serie sobre Belém-São Luis-Manaus;Documentário;20/11/2019 a 10/12/2019;La Vista;SP;"""First Loop Productions Ltd""";Reino Unido;Estrangeira;"""Foz do Iguaçu (PR)""";
04/11/2019;Comunicação filmagem estrangeira;3;Vida em nosso Planeta;Outro;15/11/2019 a 22/12/2019;Cristian Dimitrius Produções Ltda;SP;"""HOLD OUT Inc.""";Japão;Estrangeira;"""São Paulo (SP), Belém (PA), Igarapé-Miri (PA), Tomé-Açu (PA)""";
05/11/2019;Comunicação filmagem estrangeira;1;HEALTH FOOD;Documentário;04/11/2019 a 13/11/2019;GUIRRAV AUDIOVISUAL & LIGHTING LTDA - ME;SP;"""Figura Media, LLC""";Estados Unidos;Estrangeira;"""Rio de Janeiro (RJ)""";
06/11/2019;Comunicação filmagem estrangeira;4;Brighton Doc;Documentário;10/11/2019 a 17/11/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""Top Scene Inc""";Japão;Estrangeira;"""São Paulo (SP), Atibaia (SP)""";
07/11/2019;Comunicação filmagem estrangeira;2;Amazon Armageddon (Armagedom da Amazonia);Documentário;20/11/2019 a 28/11/2019;TR Somogyi Produções;RJ;"""Box to Box Films""";Reino Unido;Estrangeira;"""São Paulo (SP)""";
07/11/2019;Comunicação filmagem estrangeira;2;POR ONDE ELE ANDA - PARTE 2;Documentário;10/11/2019 a 19/11/2019;Xes Projetos Visuais Ltda;SP;"""Wild Blue Media""";Reino Unido;Estrangeira;"""Brasília (DF), Santarém (PA), Monte Alegre (PA), São Paulo (SP)""";
11/11/2019;Comunicação filmagem estrangeira;1;Are U Gonna Tell Her? - Tove Lo ft. Mc Zaac;Outro;20/11/2019 a 22/11/2019;INCRÍVEL FILMES PRODUÇÃO DE FILMES LTDA;SP;"""Filmblanc Inc""";Canadá;Estrangeira;"""São Paulo (SP)""";
11/11/2019;Comunicação filmagem estrangeira;1;Are U Gonna Tell Her? - Tove Lo ft. Mc Zaac;Outro;20/11/2019 a 22/11/2019;INCRÍVEL FILMES PRODUÇÃO DE FILMES LTDA;SP;"""Queen of the Clouds AB""";Suécia;Estrangeira;"""São Paulo (SP)""";
11/11/2019;Comunicação filmagem estrangeira;1;Are U Gonna Tell Her? - Tove Lo ft. Mc Zaac;Outro;20/11/2019 a 22/11/2019;INCRÍVEL FILMES PRODUÇÃO DE FILMES LTDA;SP;"""Queen of the Clouds AB""";Suécia;Estrangeira;"""São Paulo (SP)""";
11/11/2019;Comunicação filmagem estrangeira;4;Connecting the Dot;Documentário;23/11/2019 a 27/11/2019;Sol Entertainment Ltda;RJ;"""De Mensen nv""";Bélgica;Estrangeira;"""Rio de Janeiro (RJ)""";
11/11/2019;Comunicação filmagem estrangeira;4;Days of Love;Documentário;20/01/2020 a 03/02/2020;N S Jayanetti Produções e Eventos;RJ;"""Chebli Christelle""";Líbano;Estrangeira;"""São Paulo (SP)""";
11/11/2019;Comunicação filmagem estrangeira;12;Drive to Survive 2;Documentário;12/11/2019 a 18/11/2019;Viva Filmes Ltda;RJ;"""Queen of the Clouds AB""";Suécia;Estrangeira;"""São Paulo (SP)""";
12/11/2019;Comunicação filmagem estrangeira;1;Are U Gonna Tell Her? - Tove Lo ft. Mc Zaac;Outro;20/11/2019 a 22/11/2019;INCRÍVEL FILMES PRODUÇÃO DE FILMES LTDA;SP;"""Taking Over""";Estados Unidos;Estrangeira;"""Mekragnoti (PA)""";
12/11/2019;Comunicação filmagem estrangeira;1;Desenvolvido pela Natureza - Nurture of Nature;Documentário;15/11/2019 a 19/11/2019;Pigmento Filmes e Produções LTDA-ME;SP;"""Taking Over""";Estados Unidos;Estrangeira;"""Mekragnoti (PA)""";
12/11/2019;Comunicação filmagem estrangeira;1;Desenvolvido pela Natureza - Nurture of Nature;Documentário;15/11/2019 a 19/11/2019;Pigmento Filmes e Produções LTDA-ME;SP;"""Taking Over""";Estados Unidos;Estrangeira;"""Mekragnoti (PA)""";
12/11/2019;Comunicação filmagem estrangeira;1;Desenvolvido pela Natureza - Nurture of Nature;Documentário;15/11/2019 a 19/11/2019;Pigmento Filmes e Produções LTDA-ME;SP;"""Taking Over""";Estados Unidos;Estrangeira;"""Mekragnoti (PA)""";
13/11/2019;Comunicação filmagem estrangeira;1;Confined Talent: The Case of Felipe Amparo;Documentário;15/11/2019 a 11/12/2019;N S Jayanetti Produções e Eventos;RJ;"""Queen of the Clouds AB""";Suécia;Estrangeira;"""São Paulo (SP)""";
14/11/2019;Comunicação filmagem estrangeira;2;CAMPANHA INTERNA SEM TÍTULO;Obra Publicitária;20/11/2019 a 22/11/2019;STORY PRODUÇÕES LTDA - ME;SP;"""DELL TECHNOLOGIES""";Estados Unidos;Estrangeira;"""Porto Alegre (RS), Eldorado do Sul (RS)""";
14/11/2019;Comunicação filmagem estrangeira;1;Desenvolvido pela Natureza - Nurture of Nature;Documentário;15/11/2019 a 19/11/2019;Pigmento Filmes e Produções LTDA-ME;SP;"""BBC STUDIOS""";Reino Unido;Estrangeira;"""São Paulo (SP), Campo Grande (MS)""";
14/11/2019;Comunicação filmagem estrangeira;2;TAMANDUÁ BANDEIRA;Documentário;20/11/2019 a 30/11/2019;Neon Rio Ltda;RJ;"""tellvision Film &Fernsehproduktion""";Alemanha;Estrangeira;"""Fortaleza (CE), Jericoacoara (CE), Parnaíba (PI), Lençóis Maranhenses (MA), São Luís (MA)""";
14/11/2019;Comunicação filmagem estrangeira;3;tellvision Film &Fernsehproduktion;Documentário;08/12/2019 a 18/12/2019;Aura Filme Produções Ltda;RJ;"""DELL TECHNOLOGIES""";Estados Unidos;Estrangeira;"""Porto Alegre (RS), Eldorado do Sul (RS)""";
18/11/2019;Comunicação filmagem estrangeira;2;CAMPANHA INTERNA SEM TÍTULO;Obra Publicitária;20/11/2019 a 22/11/2019;STORY PRODUÇÕES LTDA - ME;SP;"""Wag Intertainment""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ), Lençóis (BA)""";
21/11/2019;Comunicação filmagem estrangeira;2;Facebook Groups Brazil;Outro;05/12/2019 a 12/12/2019;UTOPIA FILMES PRODUÇÃO ARTÍSTICA LTDA;RJ;"""Mini Title LTD""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ)""";
21/11/2019;Comunicação filmagem estrangeira;3;Facebook Groups Brazil;Outro;05/12/2019 a 12/12/2019;UTOPIA FILMES PRODUÇÃO ARTÍSTICA LTDA;RJ;"""Mini Title LTD""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ)""";
21/11/2019;Comunicação filmagem estrangeira;2;What on Earth;Documentário;07/12/2019 a 12/12/2019;TERRA PURA CRIACAO E CONTEUDO AUDIOVISUAL LTDA;RJ;"""Sherpas Cinema""";Canadá;Estrangeira;"""Foz do Iguaçu (PR)""";
26/11/2019;Comunicação filmagem estrangeira;3;SPARROW;Documentário;25/11/2019 a 04/12/2019;QUARTETO EVENTOS E PRODUÇÕES EIRELI - ME;RJ;"""FULLWELL 73 UK LTD""";Reino Unido;Estrangeira;"""Rio de Janeiro (RJ), São Paulo (SP)""";
28/11/2019;Comunicação filmagem estrangeira;6;Sport Classic TV;Documentário;06/02/2020 a 07/02/2020;Amazon FIlm Productions;AM;"""CDI Virtual Films INC""";Estados Unidos;Estrangeira;"""Manaus (AM), Barcelos (AM)""";
28/11/2019;Comunicação filmagem estrangeira;13;Verrueckt nach Meer;Documentário;06/12/2019 a 16/12/2019;Sol Entertainment Ltda;RJ;"""Fandango Film""";Alemanha;Estrangeira;"""Fortaleza (CE), Recife (PE), Olinda (PE), Maceió (AL), Salvador (BA), Rio de Janeiro (RJ), Paranaguá (PR), Itajaí (SC)""";
28/11/2019;Comunicação filmagem estrangeira;3;WILDLIFE;Documentário;10/12/2019 a 10/02/2020;Town Network Filmagens Ltda.;SP;"""Antas Productions Ltd.""";Japão;Estrangeira;"""Ilhéus (BA), Una (BA), Silva Jardim (RJ), São Paulo (SP)""";
03/12/2019;Comunicação filmagem estrangeira;4;Planeta Verde - Parte 3;Outro;14/01/2019 a 04/02/2020;Cristian Dimitrius Produções Ltda;SP;"""BBC Natural History""";Reino Unido;Estrangeira;"""Guarulhos (SP), Vitória (ES), Aimorés (MG)""";
05/12/2019;Comunicação filmagem estrangeira;3;IBM INSTITUCIONAL;Institucional;13/12/2019 a 17/12/2019;BPS PRODUÇÕES E SERVIÇOS EIRELI;RJ;"""FIGURA MEDIA, LLC""";Estados Unidos;Estrangeira;"""São Paulo (SP)""";
09/12/2019;Comunicação filmagem estrangeira;8;BRAZILIAN ORANGE JUICE;Documentário;16/12/2019 a 20/12/2019;IGOR DE MIRANDA OLSZOWSKI - ME;RJ;"""SPOTMAKERS, LLC""";Rússia;Estrangeira;"""Uberlândia (MG), Bebedouro (SP)""";
